color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,Id,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
Color,Noah Baumbach,110,88,387,18,Elizabeth Meriwether,436,7362100,Comedy|Drama,William Baldwin,The Squid and the Whale ,60295,479,Owen Kline,0,boy|divorce|tennis|tennis coach|writer,232,English,USA,R,1500000,2005,25,1.85,0
Color,Dror Moreh,105,101,4,0,Yuval Diskin,0,2408553,Documentary|War,Ami Ayalon,The Gatekeepers ,4547,0,Yaakov Peri,3,interview|jerusalem|jewish|terrorism|terrorist bombing,33,Hebrew,Israel,PG-13,NA,2012,0,1.85,0
Color,Maggie Carey,97,104,38,690,Alia Shawkat,801,3447339,Comedy|Romance,Donald Glover,The To Do List ,29517,2667,Scott Porter,7,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,79,English,USA,R,1500000,2013,727,1.78,0
Color,Adam Green,229,93,134,488,Kane Hodder,936,NA,Comedy|Horror,Joel David Moore,Hatchet ,23349,3668,Joel Murray,0,bayou|boat|louisiana|swamp|tour,235,English,USA,R,1500000,2006,935,1.85,0
Color,Ira Sachs,39,108,60,121,Jenny O'Hara,826,NA,Drama|Music|Romance,Rip Torn,Forty Shades of Blue ,1134,1240,Darren E. Burrows,0,love|music producer|previous marriage|rock 'n' roll|russian,26,English,USA,R,1500000,2005,189,1.85,216
Color,Nae Caranfil,18,112,34,71,Joe Armstrong,129,NA,Comedy|Drama,Monica Barladeanu,Closer to the Moon ,2841,588,Martin Hancock,2,NA,13,English,Romania,Not Rated,5000000,2014,98,2.35,0
Color,David Winning,4,82,65,146,Amber Marshall,341,NA,Sci-Fi,Ashanti,Mutant World ,459,967,John DeSantis,0,NA,10,English,Canada,NA,1500000,2014,265,NA,236
Color,Timothy Woodward Jr.,6,97,764,492,Johnny Messner,835,NA,Action|Crime|Thriller,Katrina Law,Checkmate ,735,2882,Michael Paré,3,NA,18,English,USA,NA,1500000,2015,522,2.35,402
Color,Alex Ranarivelo,9,101,20,256,Christina Moore,1000,NA,Drama,Lea Thompson,The Dog Lover ,162,2419,Cullen Douglas,NA,NA,8,English,USA,PG,2000000,2016,301,2.35,724
Color,Jon Knautz,63,99,10,295,Adam DiMarco,756,NA,Horror|Thriller,Camren Bicondova,Girl House ,4948,2072,Chasty Ballesteros,0,college student|disfigured face|house|suicide|website,33,English,Canada,NA,3150000,2014,382,2.35,969
Black and White,Billy Wilder,97,101,0,66,Jane Wyman,287,NA,Drama|Film-Noir,Ray Milland,The Lost Weekend ,24959,581,Frank Faylen,4,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,136,English,USA,Not Rated,1250000,1945,160,1.37,0
Color,Giovanni Zelko,5,99,4,434,Harry Lennix,18000,NA,Action|Romance|Thriller,Zuhair Haddad,The Algerian ,101,20218,Ben Youcef,6,algeria|algerian|los angeles california|muslim,1,English,USA,NA,1300000,2014,748,1.85,221
Color,Anna Muylaert,111,112,9,4,Regina Casé,61,375723,Comedy|Drama,Alex Huszar,The Second Mother ,7025,76,Luis Miranda,1,brazil|exam|housekeeper|northeast region of brazil|portuguese language,26,Portuguese,Brazil,R,4000000,2015,9,2.35,0
Color,Kurt Voss,12,88,0,3,Coyote Shivers,268,58936,Comedy|Music,Lemmy,Down and Out with the Dolls ,91,318,Zoë Poledouris,0,female bassist|female drummer|female guitarist|female singer|portland oregon,4,English,USA,R,1200000,2001,44,1.78,27
Color,NA,2,NA,NA,206,John Jarratt,511,NA,Drama|Horror|Thriller,Richard Cawthorne,Wolf Creek ,726,1617,Lucy Fry,0,based on true story|blood|serial killer|slasher|tv mini series,6,English,Australia,NA,NA,NA,457,2,954
Color,Regardt van den Bergh,5,116,12,25,Frank Rautenbach,412,NA,Drama,Sean Cameron Michael,Faith Like Potatoes ,2050,521,Jeanne Neilson,2,food|food in title|potato,36,Zulu,South Africa,PG,10000000,2006,48,1.85,0
Color,Michael Curtiz,242,82,345,269,Claude Rains,2000,NA,Drama|Romance|War,Humphrey Bogart,Casablanca ,387508,3442,Conrad Veidt,4,american expatriate|casablanca morocco|gestapo|police|visa,1123,English,USA,PG,950000,1942,607,1.37,23000
Color,Harold Cronk,29,120,18,295,Robin Givens,634,20773070,Drama,Benjamin A. Onyango,God's Not Dead 2 ,4501,1810,Maria Canals-Barrera,11,alternate universe|christian|christian film|christianity|manipulation,102,English,USA,PG,5000000,2016,420,2.35,0
Color,Robert Kenner,120,94,11,2,Eric Schlosser,37,4417124,Documentary,Michael Pollan,"Food, Inc. ",42389,42,Barbara Kowalcyk,0,farming|flesh eating|food|food industry|gluttony,183,English,USA,PG,NA,2008,3,1.78,37000
Color,Craig Johnson,185,93,7,180,Boyd Holbrook,3000,5283379,Comedy|Drama,Ty Burrell,The Skeleton Twins ,31254,3986,Kathleen Rose Perkins,2,adultery|brother sister relationship|estrangement|siblings|suicide attempt,79,English,USA,R,NA,2014,439,2.35,0
Color,Griffin Dunne,13,90,165,679,Fisher Stevens,978,112521,Comedy|Drama,Mira Sorvino,Lisa Picard Is Famous ,455,3258,Melissa Gilbert,1,actress|fame|inside joke|new york|one man show,16,English,USA,PG-13,NA,2000,922,NA,25
Color,Kief Davidson,43,93,0,0,Brian Whitaker,20,100240,Documentary,G.W. Krauss,A Lego Brickumentary ,1220,28,Jason Bateman,0,artist|denmark|lego|toy|toy company,11,English,Denmark,G,1000000,2014,8,NA,0
Color,Vivek Agnihotri,4,160,5,219,Anil Kapoor,724,49000,Thriller,Emraan Hashmi,Chocolate: Deep Dark Secrets ,1524,2024,Sunil Shetty,5,chocolate|christmas|christmas eve|death|suspect,30,Hindi,India,NA,1500000,2005,668,NA,31
Color,Nick Tomnay,112,93,11,271,Clayne Crawford,443,48430,Comedy|Crime|Thriller,David Hyde Pierce,The Perfect Host ,20176,1452,Nathaniel Parker,1,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,73,English,USA,R,500000,2010,298,1.85,0
Color,A. Raven Cruz,3,97,0,94,Vanilla Ice,639,NA,Action|Adventure|Comedy|Fantasy|Sci-Fi,Scott Levy,The Helix... Loaded ,534,1188,Jennifer Sky,2,cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent,9,English,USA,R,1000000,2005,361,1.78,128
Color,David DeCoteau,7,83,142,317,Shanley Caswell,458,NA,Horror,Maureen McCormick,Snow White: A Deadly Summer ,634,1549,Tim Abell,1,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole,14,English,USA,PG-13,1000000,2012,383,1.78,150
Color,Leslie Small,5,89,15,95,Larry King,312,7705974,Comedy|Documentary,Isaac C. Singleton Jr.,Kevin Hart: Laugh at My Pain ,3543,548,Jeanette Branch,1,stand up comedy,8,English,USA,R,NA,2011,135,1.85,614
Black and White,Fred Zinnemann,153,85,160,433,Lloyd Bridges,998,NA,Thriller|Western,Gary Cooper,High Noon ,80193,2496,Lon Chaney Jr.,0,appeasement|frontier justice|justice|one against many|street shootout,333,English,USA,PG,750000,1952,575,1.37,3000
Color,Michael Cuesta,64,97,52,36,Bruce Altman,80,1141829,Crime|Drama,Adam LeFevre,L.I.E. ,8509,209,Walter Masterson,1,ephebophile|pederasty|pedophilia|playing hooky|shaving,109,English,USA,NC-17,700000,2001,67,1.85,420
Color,Ryan Fleck,208,106,31,71,Tristan Mack Wilds,33000,2694973,Drama,Ryan Gosling,Half Nelson ,70885,33734,Jeff Lima,2,bathroom|classroom|dialectics|drugs|student,189,English,USA,R,700000,2006,519,1.85,0
Color,Ryan Smith,34,90,4,258,Madison Lintz,523,NA,Fantasy|Horror|Mystery|Thriller,Sandra Ellis Lafferty,After ,3699,1553,Karolina Wydra,0,coma|crash,27,English,USA,PG-13,650000,2012,385,2.35,1000
Color,Michael Wadleigh,53,215,14,136,Jimi Hendrix,262,13300000,Documentary|History|Music,Joe Cocker,Woodstock ,12631,778,Joan Baez,0,drugs|hippie|music festival|the who|woodstock,63,English,USA,R,600000,1970,227,2.2,0
Color,Richard Montoya,NA,88,12,359,Angela Nordeng,601,79043,Crime|Drama,Nicholas Gonzalez,Water & Power ,85,2241,Exie Booker,0,NA,NA,English,USA,Not Rated,NA,2013,371,NA,358
Color,Johanna Schwartz,22,105,0,0,Garba Touré,0,NA,Documentary,Aliou Touré,They Will Have to Kill Us First ,74,0,Khaira Arby,3,NA,2,French,UK,NA,400000,2015,0,NA,34
Color,Barry W. Blaustein,70,108,6,43,Vince McMahon,54,2047570,Biography|Documentary|Sport,Terry Funk,Beyond the Mat ,6790,194,Mick Foley,3,championship|drugs|three word title|wrestler|wrestling,80,English,USA,R,500000,1999,44,1.85,491
Color,Ol Parker,48,103,21,680,Olivia Williams,25000,NA,Drama|Romance,Jeremy Irvine,Now Is Good ,26863,26999,Paddy Considine,3,death|dying|leukemia|teenage girl|terminal illness,54,English,UK,PG-13,NA,2012,766,2.35,0
Color,Michael Hoffman Jr.,64,104,32,238,John McGlothlin,685,NA,Comedy|Horror,Vincent Chimato,Girls Gone Dead ,2012,2102,Al Sapienza,2,mini skirt|party|spring break|voyeur|war hammer,28,English,USA,R,500000,2012,492,2.35,0
Color,Catherine Gund,10,82,0,0,Sarah Callan,0,21199,Action|Biography|Documentary|Sport,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,40,0,Laura Flanders,1,three word title,10,English,USA,NA,500000,2014,0,NA,44
Color,Paul Greengrass,92,107,521,80,Nicholas Farrell,773,768045,Drama|History|War,James Nesbitt,Bloody Sunday ,19732,976,Tim Pigott-Smith,0,civil rights|irish|march|northern ireland|protest march,120,English,UK,R,2000000,2002,89,1.85,0
Color,Oren Peli,409,84,110,21,Ashley Palmer,189,107917283,Horror,Micah Sloat,Paranormal Activity ,184824,330,Amber Armstrong,0,dark force|entity|evil force|found footage|paranormal phenomenon,1189,English,USA,R,15000,2007,109,1.85,12000
Color,Paul Fox,80,80,3,39,Jeff Seymour,108,NA,Horror|Thriller,Dov Tiefenbach,The Dark Hours ,4788,272,Gordon Currie,0,brain tumor|champagne|game|psychiatrist|weekend,52,English,Canada,R,500000,2005,64,1.85,166
Color,Henry Alex Rubin,110,88,30,0,Joe Bishop,15,1523883,Documentary|Sport,Mark Zupan,Murderball ,9037,15,Andy Cohn,1,paralympics|quad rugby|rugby|team|wheelchair,70,English,USA,R,1750211,2005,0,1.85,0
Color,NA,23,43,NA,576,Tracy Spiridakos,2000,NA,Action|Adventure|Drama|Sci-Fi,Billy Burke,Revolution ,72017,5052,David Lyons,6,2020s|near future|one word series title|post apocalypse|year 2027,323,English,USA,TV-14,NA,NA,821,16,17000
Black and White,Sidney Lumet,177,96,0,253,Lee J. Cobb,359,NA,Crime|Drama,Jack Warden,12 Angry Men ,447785,1433,John Fiedler,1,courtroom|dialogue driven|dialogue driven storyline|jury|murder,888,English,USA,Not Rated,350000,1957,259,1.66,40000
Color,Cédric Klapisch,29,91,82,8,Zinedine Soualem,75,1652472,Comedy|Romance,Simon Abkarian,When the Cat's Away ,2843,102,Jane Bradbury,7,cat|homosexual sex|male homosexuality|neighborhood|noisy neighbor,25,French,France,R,300000,1996,9,1.66,166
Color,Paul Bartel,164,80,43,668,David Carradine,13000,NA,Action|Comedy|Sci-Fi|Sport,Sylvester Stallone,Death Race 2000 ,19875,14950,Martin Kove,0,cult director|cult film|drive in classic|psychotronic|race,147,English,USA,R,300000,1975,926,1.85,0
Color,Jerome Elston Scott,8,98,3,248,Joanna Cassidy,500,NA,Comedy|Drama|Romance,Taran Killam,Anderson's Cross ,95,1545,Ryan Carnes,7,divorce|marriage|mother daughter relationship|sex|teenage boy,7,English,USA,R,300000,2010,317,NA,7
Color,Justin Lin,51,98,681,13,Jason Tobin,94,3799339,Crime|Drama|Romance,Parry Shen,Better Luck Tomorrow ,8000,139,Collin Kahey,1,asian american|high school|overachiever|pubic hair|vomiting,138,English,USA,R,250000,2002,26,1.85,661
Color,Allison Anders,29,92,99,181,Rosanna Arquette,793,177840,Comedy|Music,Ally Sheedy,Sugar Town ,708,1987,John Doe,2,drugs|music producer|rock music|title directed by female|vegetarian,22,English,UK,R,250000,1999,605,NA,93
Black and White,King Vidor,48,151,54,6,Renée Adorée,81,NA,Drama|Romance|War,John Gilbert,The Big Parade ,4849,108,Claire Adams,0,chewing gum|climbing a tree|france|translation problems|world war one,45,NA,USA,Not Rated,245000,1925,12,1.33,226
Color,Sergio Leone,122,99,0,93,Gian Maria Volontè,16000,3500000,Action|Drama|Western,Clint Eastwood,A Fistful of Dollars ,147566,16534,Aldo Sambrell,1,balladeer|bar|drifter|mexican|revenge,235,Italian,Italy,R,200000,1964,360,2.35,0
Color,Ken Roht,NA,109,0,26,Joe Lev,270,NA,Drama,Charla Cochran,Perfect Cowboy ,8,364,Sienna Beckman,3,country singer|father son relationship|music group,NA,English,USA,NA,200000,2014,54,NA,65
Color,Bill Melendez,43,25,36,27,Bill Melendez,39,NA,Animation|Comedy|Family,Peter Robbins,A Charlie Brown Christmas ,21826,139,Christopher Shea,0,christmas|christmas tree|commercialism|meaning of christmas|tree,126,English,USA,TV-G,150000,1965,36,1.33,0
Color,Michael Moore,40,91,909,42,Pat Boone,909,6706368,Documentary,Michael Moore,Roger & Me ,22800,1048,Bob Eubanks,0,factory|flint michigan|general motors|michigan|quest,133,English,USA,R,160000,1989,91,1.66,667
Color,Sai Varadan,3,89,0,163,Hassan Johnson,196,NA,Drama,J.D. Williams,An American in Hollywood ,100,942,Samantha Esteban,0,place name in title,3,English,USA,R,125000,2014,180,NA,72
Color,Myles Berkowitz,32,87,0,153,Tom Ardavany,1000,536767,Biography|Comedy|Romance,Tia Carrere,20 Dates ,1622,1362,Robert McKee,0,fake documentary|hidden camera|mockumentary|narrative|reality show,83,English,USA,R,60000,1998,184,1.85,30
Color,Joe Swanberg,65,82,217,442,Lena Dunham,10000,30084,Comedy|Drama,Anna Kendrick,Happy Christmas ,5507,11642,Mark Webber,3,chicago illinois|drink|drinking|filmmaker|writer,23,English,USA,R,70000,2014,969,1.85,812
Color,Matt Johnson,73,83,8,8,Shailene Garnett,111,NA,Crime|Drama|Thriller,Paul Daniel Ayotte,The Dirties ,3885,147,Matt Johnson,0,best friend|bully|friend|revenge|school,40,English,Canada,Not Rated,NA,2013,19,NA,1000
Color,Bruno Barreto,1,99,9,3,Sonia Braga,866,NA,Comedy|Drama|Romance,Marcello Mastroianni,Gabriela ,712,1179,Joffre Soares,0,based on novel|brazil|female underarm hair|sex in a window|star appears nude,9,Portuguese,Brazil,R,NA,1983,308,2.35,114
Color,William Eubank,161,97,18,236,Olivia Cooke,852,NA,Sci-Fi|Thriller,Lin Shaye,The Signal ,48236,1922,Beau Knapp,0,computer hacker|girlfriend in a coma|nosebleed|prosthetic leg|road trip,180,English,USA,PG-13,4000000,2014,680,2.35,10000
Color,Patrick Meaney,7,81,3,18,Greg Aronowitz,26,NA,Biography|Documentary,Taliesin Jaffe,The Image Revolution ,66,70,Jeff Dowd,7,comic book|comic book history|comics|spawn|walking dead,2,English,USA,NA,50000,2014,20,NA,83
Color,Collin Joseph Neal,7,75,14,130,Thomas Brophy,252,NA,Horror|Thriller,Julianne Gabert,"Run, Hide, Die ",106,638,Ronee Collins,0,NA,5,English,USA,NA,50000,2012,132,2.35,225
Color,Damir Catic,NA,89,2,0,Ron Gelner,5,NA,Horror,Nichole Ceballos,Her Cry: La Llorona Investigation ,23,5,Parker Riggs,0,la llorona|weeping,2,English,USA,Not Rated,60000,2013,0,NA,48
Color,James Bidgood,8,65,0,NA,Bobby Kendall,0,8231,Drama|Fantasy,Don Brooks,Pink Narcissus ,803,0,NA,1,male frontal nudity|male pubic hair|male rear nudity|pubic hair|street hustler,16,English,USA,Not Rated,27000,1971,0,1.37,85
Black and White,Ivan Kavanagh,12,83,18,0,Michael Parle,10,NA,Horror,Patrick O'Donnell,Tin Can Man ,57,15,Emma Eliza Regan,0,NA,1,English,Ireland,NA,10000,2007,5,1.33,105
Color,Shane Carruth,143,77,291,8,David Sullivan,291,424760,Drama|Sci-Fi|Thriller,Shane Carruth,Primer ,72639,368,Casey Gooden,0,changing the future|independent film|invention|nonlinear timeline|time travel,371,English,USA,PG-13,7000,2004,45,1.85,19000
